Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
719,3.91,0.93,33.9,63.1,43.14,83.12
1580,3.92,1.21,39.4,97.8,33.48,65.16
758,3.97,3.17,27.5,58.3,41.68,83.89
1209,4.12,1.41,42.3,77.0,38.85,71.95
665,3.51,2.27,33.3,54.8,43.19,85.05
1052,3.73,1.92,36.9,68.2,39.88,75.99
797,3.53,3.68,49.6,59.7,41.31,80.26
1294,4.14,4.17,43.0,83.4,36.43,70.01
906,3.88,1.21,41.3,70.1,41.86,78.22
1015,3.5,0.62,32.8,71.3,40.65,78.22
822,3.48,3.91,38.6,58.5,41.69,79.98
835,3.96,4.5,38.0,66.7,42.5,82.18
862,3.75,3.38,46.8,68.6,42.02,78.39
1179,4.03,4.58,27.1,72.2,37.48,75.92
798,3.98,3.61,43.5,57.1,41.7,79.81
366,3.6,4.29,46.9,45.6,46.32,88.05
1991,3.23,1.9,30.0,113.5,31.07,59.82
689,3.99,4.54,43.5,55.3,42.76,84.25
1164,3.85,4.15,28.0,77.3,38.27,77.76
693,3.61,3.17,48.7,55.3,42.89,82.38
1464,3.91,2.14,37.6,88.6,35.99,69.27
172,3.56,1.02,46.3,40.4,49.01,92.97
1306,4.19,0.91,28.0,86.5,36.94,74.97
1297,3.55,1.01,48.8,83.2,37.06,68.53
1617,3.26,4.11,25.6,97.6,33.35,66.66
725,3.21,2.68,45.9,55.5,42.66,82.57
481,3.35,4.42,33.9,47.6,45.08,90.35
1786,3.65,4.99,25.9,104.3,31.83,63.32
1156,4.04,1.45,33.2,75.9,39.02,73.84
1673,3.35,3.04,23.3,98.5,33.66,65.03
1656,3.52,2.61,32.1,96.5,32.49,65.67
649,3.63,1.59,26.1,58.3,42.52,86.2
595,4.03,4.41,37.1,57.7,43.41,86.11
1280,3.27,4.28,26.6,82.3,37.06,73.33
662,3.34,4.5,21.3,57.3,43.22,88.06
632,3.93,4.68,37.1,60.0,42.94,86.04
1685,3.29,4.52,24.4,97.6,32.39,67.67
242,3.54,1.56,29.2,41.1,47.86,95.05
1735,3.25,3.48,20.8,102.5,32.31,67.49
1903,3.73,1.96,37.9,101.5,30.51,60.4
1803,3.56,1.46,21.7,97.4,31.38,62.58
1065,3.5,3.47,28.5,73.2,38.89,79.11
431,3.37,3.62,28.4,49.2,46.64,91.05
1776,4.09,4.97,31.8,98.6,32.67,65.27
1755,4.2,1.96,34.9,99.1,32.28,62.1
606,3.33,0.83,45.0,49.6,43.67,86.64
1941,3.65,4.48,38.2,110.8,31.57,59.95
1047,3.84,1.17,37.5,68.1,38.71,78.18
1998,4.03,2.11,43.1,107.2,30.4,59.22
615,3.75,2.6,48.3,54.8,42.87,86.05
328,3.31,3.34,47.8,44.1,47.23,89.74
524,3.92,2.94,41.9,52.8,45.57,86.28
1829,3.61,2.88,43.5,99.3,31.28,61.28
1962,3.44,1.44,35.5,104.2,30.57,57.73
385,3.31,2.44,21.6,46.3,46.87,94.7
144,3.74,4.36,29.7,31.8,49.56,98.19
955,3.94,0.62,44.3,68.0,41.21,79.51
698,4.17,0.59,39.5,62.0,43.29,82.55
1680,3.96,1.05,32.0,94.8,33.57,66.13
198,4.14,4.45,27.9,41.9,48.25,94.39
881,4.07,2.11,22.3,64.4,40.49,81.88
209,3.22,3.29,20.3,38.0,48.07,95.0
1446,3.72,3.63,42.5,90.1,34.71,68.72
1043,3.2,0.9,23.4,68.9,40.51,80.06
1767,3.41,0.79,31.9,101.5,31.66,63.8
354,3.81,1.47,34.9,46.6,46.85,90.7
1664,3.62,0.99,44.7,92.0,32.43,65.67
285,3.31,2.5,37.0,46.3,47.14,91.01
1116,3.54,4.48,42.0,79.3,38.9,74.96
359,3.99,3.72,42.4,48.8,45.93,89.58
1579,4.18,0.82,30.9,91.8,35.2,67.23
281,3.58,2.09,38.6,43.4,46.36,93.27
521,3.26,4.62,36.9,54.6,45.37,85.95
1474,3.47,2.4,49.1,91.5,35.71,65.88
107,4.17,1.73,44.5,37.7,49.56,94.18
1579,3.28,3.99,48.6,97.0,34.7,64.28
1407,3.39,0.92,29.4,82.9,35.38,71.74
898,3.73,3.7,38.4,70.8,41.43,79.51
1953,3.26,0.78,42.4,105.5,31.08,59.36
1721,4.06,1.06,31.2,94.3,33.75,62.82
275,3.58,0.67,38.6,40.1,47.25,91.08
1078,4.1,3.56,37.2,74.2,38.65,78.17
25,3.5,1.3,44.6,30.3,50.59,97.58
1533,3.84,1.96,41.9,89.2,35.44,67.99
258,3.41,1.61,36.5,40.2,47.95,92.5
381,4.09,1.44,21.4,48.0,46.92,91.13
1877,4.18,1.15,24.3,107.7,31.01,60.64
1601,3.73,0.58,34.6,92.0,33.02,67.45
465,3.93,3.74,36.7,46.1,44.66,89.47
676,4.09,4.21,48.4,57.7,42.55,82.42
863,3.29,2.83,46.0,64.8,40.62,79.24
441,3.38,2.77,22.0,50.2,46.08,91.78
1255,3.82,2.45,26.5,81.6,36.46,76.4
1056,3.66,1.49,41.6,71.0,39.42,76.69
104,4.1,2.72,46.6,35.6,49.27,96.5
1611,4.11,4.17,34.9,98.5,34.13,67.4
807,3.91,0.83,24.3,65.4,41.03,83.55
583,4.17,4.26,45.3,51.0,44.0,85.85
934,3.49,2.68,32.6,68.9,39.85,82.02
546,3.34,0.68,36.3,52.6,43.71,86.21
675,3.74,0.73,31.8,54.0,42.28,86.65
372,4.15,2.75,33.5,49.6,45.76,91.91
790,3.49,3.92,42.2,63.0,42.12,83.55
1506,3.57,1.15,29.9,92.2,35.81,70.58
579,4.1,0.51,46.6,49.7,44.2,87.1
320,4.06,3.25,25.3,45.7,47.04,95.07
1149,3.57,1.14,45.8,73.6,38.68,72.51
139,3.41,2.12,49.2,33.6,47.84,94.35
229,3.27,2.26,44.6,43.7,47.19,90.73
512,3.51,3.26,26.0,47.5,44.65,87.91
1671,3.53,4.2,22.3,95.3,32.54,67.34
373,4.01,4.82,39.1,46.8,45.97,91.17
1398,3.33,2.5,25.1,87.9,36.06,71.62
1053,3.97,3.63,21.9,70.5,39.75,77.61
281,3.52,1.53,32.4,44.6,47.79,92.28
1151,3.82,4.81,22.8,78.1,39.21,75.61
1288,3.58,3.42,38.8,81.8,36.39,72.93
1154,3.47,2.5,47.6,73.0,38.92,75.31
374,3.37,2.99,33.8,47.8,46.52,92.29
887,3.8,4.68,32.4,65.0,41.31,81.95
1640,4.14,3.67,45.6,93.1,33.3,63.09
670,3.95,2.63,48.2,52.5,43.68,83.48
458,3.79,3.36,26.5,45.3,46.0,90.01
986,3.71,1.55,27.7,68.5,39.89,80.96
1811,3.58,1.41,26.7,99.3,32.01,64.16
898,3.43,2.52,37.6,69.9,40.12,79.02
242,3.94,4.01,40.7,37.0,46.69,91.31
665,3.88,3.54,23.0,52.7,42.56,85.41
948,3.2,3.58,22.0,63.0,40.89,79.65
688,4.12,3.52,21.6,58.6,43.4,84.78
1505,4.0,2.18,43.7,85.4,35.64,67.35
1996,3.47,3.84,43.4,112.9,30.55,55.62
973,3.75,1.85,37.8,66.2,40.98,76.78
1810,3.86,2.55,43.8,107.0,32.33,61.81
784,4.08,0.69,34.1,61.9,41.48,84.93
1332,3.69,3.81,39.4,80.6,37.28,69.8
719,4.18,1.78,45.4,58.4,43.75,81.96
851,3.87,1.98,36.2,60.1,41.47,82.22
1627,3.29,2.42,47.7,96.3,34.14,64.55
1154,3.95,3.35,45.4,75.5,38.35,73.05
1380,4.09,2.23,29.5,86.2,35.77,71.68
1606,3.95,1.73,44.9,89.6,33.26,63.1
620,4.14,4.12,24.0,54.2,43.79,88.27
198,3.88,2.5,36.5,37.0,47.1,93.48
1984,4.17,4.05,39.9,106.4,30.97,59.05
139,3.95,4.27,31.3,31.3,49.17,96.87
401,4.03,3.77,42.0,45.9,46.41,90.97
1009,3.61,4.09,49.3,68.0,39.59,77.93
993,4.1,3.17,38.8,73.1,39.43,79.92
295,4.13,1.54,31.3,46.6,47.45,91.89
1742,3.51,0.55,43.3,100.3,31.85,62.28
1745,4.01,2.33,38.0,104.6,31.92,63.98
1193,3.83,2.7,35.9,74.0,38.03,74.15
1163,3.47,2.38,30.3,76.1,38.86,76.93
758,3.81,4.26,25.8,57.5,41.53,85.73
763,3.46,1.76,32.7,60.8,42.09,83.41
188,4.01,1.99,48.8,41.1,47.25,91.81
1460,3.38,4.15,21.4,86.3,35.34,73.2
1720,3.3,3.89,44.4,94.0,32.71,62.42
782,3.84,3.69,40.8,63.2,41.46,83.15
1022,3.47,1.34,24.8,75.8,40.48,80.56
1646,3.61,4.36,47.0,91.3,34.36,64.59
950,3.3,1.82,24.8,69.9,40.13,80.62
189,3.86,1.65,44.4,41.5,48.23,95.23
1631,4.06,1.68,32.1,92.5,33.88,67.11
1248,4.12,2.65,32.4,81.3,38.04,74.64
218,3.8,3.23,33.2,38.2,48.04,92.9
1559,3.81,1.31,34.7,94.6,35.09,68.42
540,4.02,2.41,25.3,51.9,44.53,90.3
1680,3.78,2.2,47.6,99.1,33.04,63.79
1787,3.43,0.69,37.0,101.3,31.93,61.6
1077,3.8,3.76,32.9,72.8,39.74,75.75
431,3.58,1.59,44.1,43.1,45.35,87.56
1487,3.95,3.41,40.4,88.1,35.63,66.91
1982,3.76,0.76,44.1,111.0,29.93,59.42
285,3.51,0.78,34.4,40.3,48.14,93.3
1741,4.14,3.59,35.0,104.3,32.22,64.02
953,3.85,4.14,43.0,66.7,41.35,76.73
1639,4.12,3.97,35.2,97.3,33.49,67.6
1569,3.87,0.65,32.4,91.3,33.62,65.82
28,3.72,1.72,22.6,30.8,49.49,98.76
1287,3.69,3.98,24.9,84.4,36.96,74.06
1147,3.89,4.65,37.9,78.0,39.47,75.49
376,3.95,2.66,48.6,48.2,47.21,89.75
1460,3.24,1.46,45.2,92.9,36.13,67.19
611,3.35,0.61,30.7,57.4,43.48,85.54
1755,3.57,2.23,28.0,98.6,32.81,64.11
1184,3.38,4.7,22.8,76.6,39.09,78.56
335,3.93,1.46,32.7,47.1,45.72,91.12
1358,3.82,1.39,35.2,83.6,36.36,71.85
420,3.54,2.06,32.0,49.7,46.71,90.16
550,3.45,3.76,37.2,51.7,43.7,88.01
731,3.86,4.85,41.0,64.2,42.74,84.86
983,3.71,4.99,27.0,71.9,39.59,80.65
773,3.72,3.72,27.4,58.1,43.24,84.0
1427,3.29,4.76,29.1,86.0,35.99,71.63
18,3.51,4.33,41.6,26.7,49.83,96.38
1924,3.26,3.77,38.9,106.0,31.27,61.04
788,4.18,2.54,37.6,63.6,42.38,81.92
339,3.8,2.47,49.7,40.1,46.92,91.21
1401,3.92,1.89,29.8,88.9,35.18,70.91
788,3.58,4.06,30.3,59.9,41.84,85.07
1442,3.45,1.1,28.6,91.3,35.76,69.12
216,3.89,4.72,44.8,35.0,47.99,91.77
593,3.91,2.87,24.7,55.7,44.77,88.93
1537,4.0,0.8,34.3,95.7,34.69,65.93
1086,4.13,1.57,26.1,77.0,38.43,79.12
1471,3.25,3.37,30.2,93.2,35.16,71.77
1147,3.93,3.87,42.2,76.3,38.61,75.98
273,3.75,4.48,44.0,42.3,46.42,91.52
232,3.41,1.42,35.7,40.1,47.02,93.54
808,3.38,2.75,26.0,62.2,42.39,83.57
312,3.97,4.96,20.6,44.3,47.38,94.75
548,3.74,0.59,20.1,49.9,44.75,87.83
1844,4.19,2.61,31.8,108.0,31.2,63.13
718,3.39,3.7,33.2,59.6,43.5,83.38
49,4.13,1.62,47.1,35.2,48.99,95.55
1957,3.74,3.63,27.3,112.6,30.01,59.04
1018,4.01,4.91,28.0,66.8,38.82,80.43
1354,4.1,0.58,22.0,81.5,35.97,71.51
33,3.53,1.76,33.1,32.5,50.57,99.96
903,3.92,4.26,20.3,69.0,40.38,81.39
1533,3.24,1.27,38.2,94.9,34.72,66.19
150,3.55,2.77,27.9,31.8,48.19,98.39
281,3.42,1.1,44.1,37.0,46.27,92.87
1904,4.12,2.73,38.5,107.4,30.23,58.04
1327,3.21,3.89,33.8,86.2,35.76,71.05
1027,3.56,1.47,35.2,69.5,39.79,77.4
1582,3.48,2.58,39.0,90.2,34.78,65.02
1979,3.5,1.0,47.2,111.4,30.87,55.34
691,3.82,3.23,44.7,54.4,42.8,83.35
1387,3.75,2.78,46.7,82.8,35.71,67.19
958,4.07,4.57,31.7,70.6,40.57,77.85
154,3.33,2.75,36.4,34.3,48.01,94.18
835,4.17,2.01,24.2,67.6,42.34,83.98
1105,3.21,1.47,32.0,78.8,38.66,78.66
1149,4.15,2.7,24.3,74.5,37.98,76.75
421,3.87,3.37,27.0,43.3,46.14,91.34
867,4.12,3.45,44.7,63.1,40.37,80.35
1827,3.32,1.93,41.5,98.3,32.69,61.13
194,3.54,2.52,34.5,34.4,49.04,94.72
736,3.29,4.47,28.1,55.1,43.34,85.17
273,3.36,3.8,26.8,40.1,47.84,96.09
344,3.42,3.78,37.2,41.7,46.63,90.55
573,3.6,2.08,46.4,53.5,44.65,85.37
1057,3.29,4.81,38.9,71.8,39.32,77.55
924,3.86,3.32,21.0,63.4,41.18,81.75
864,3.55,0.63,34.7,66.3,41.63,81.21
1963,3.24,4.35,26.0,109.1,30.58,62.14
1722,3.35,2.17,31.2,102.0,33.34,64.03
558,3.22,4.72,24.1,49.3,44.64,88.78
1289,3.55,1.09,39.5,83.2,37.49,73.77
406,3.38,3.91,26.4,48.9,45.03,89.99
587,3.69,0.65,37.8,55.9,43.35,87.62
1545,3.51,1.93,47.9,93.6,33.59,65.64
1717,3.36,1.31,40.1,97.6,32.69,64.33
1702,3.26,3.39,24.7,93.8,33.52,67.53
1477,3.81,3.93,39.8,88.1,34.41,69.58
1221,3.21,4.11,44.3,75.2,37.87,71.74
840,3.83,4.49,22.9,59.2,42.28,84.15
36,3.75,4.35,38.1,29.1,48.75,97.1
1746,4.05,2.8,40.7,95.7,32.34,62.83
816,3.72,1.07,32.0,67.2,41.57,81.04
298,3.66,1.91,42.1,42.5,47.72,91.13
1412,3.84,1.43,48.6,89.7,35.26,67.4
1987,4.07,0.73,39.5,112.6,30.55,56.67
1226,3.41,4.08,38.5,78.1,38.61,74.03
1974,3.87,4.25,40.5,109.4,29.38,60.02
212,3.27,2.46,29.7,42.5,47.4,96.76
134,4.09,3.62,37.7,33.4,49.65,96.72
1505,4.07,3.79,20.7,89.1,35.16,68.59
1839,3.89,4.45,26.8,101.7,31.71,62.12
378,3.8,4.3,47.6,46.3,45.3,89.38
1368,4.19,3.96,24.1,86.8,36.94,74.2
680,3.94,2.49,40.9,53.0,43.96,85.35
1037,3.72,2.86,44.9,66.5,40.41,77.35
1313,4.02,0.97,33.5,83.1,37.45,70.73
1806,3.51,3.1,32.8,101.6,31.08,62.13
1574,3.59,3.71,45.4,89.5,35.15,66.15
1856,3.34,1.65,34.6,107.3,31.1,60.12
1206,3.86,1.64,45.7,82.1,37.55,74.0
524,3.45,0.92,45.9,55.5,45.65,86.47
1602,4.06,2.65,34.5,95.8,34.7,66.11
1515,4.04,2.94,38.8,88.1,34.58,67.46
1017,4.16,0.68,37.9,67.7,39.67,77.41
810,3.54,4.14,49.1,66.9,42.47,79.85
1460,3.89,4.33,26.0,93.3,34.54,69.9
1861,4.04,1.39,35.6,100.1,31.82,62.78
1735,3.79,4.76,26.8,103.4,32.33,66.81
1381,4.1,3.33,33.4,89.2,36.12,69.73
1620,4.02,2.82,43.7,91.3,33.0,65.37
440,3.85,1.91,23.1,46.1,45.26,91.66
1042,3.9,3.33,46.9,74.1,39.99,77.47
155,4.18,4.66,40.5,34.2,47.51,95.09
1031,3.29,4.0,47.1,67.8,39.36,77.03
1184,3.27,2.63,45.6,76.4,38.75,74.29
1199,3.41,4.14,21.7,77.1,37.87,77.29
606,3.41,2.09,24.3,55.3,44.89,88.11
1589,3.95,1.69,38.4,97.2,34.6,67.44
185,3.88,2.95,25.1,40.3,47.7,97.86
1814,3.87,2.67,29.3,106.4,32.4,64.03
1264,3.3,0.58,30.6,82.4,37.83,74.71
698,3.82,0.76,24.1,59.0,42.04,87.15
1128,3.84,3.91,29.1,70.5,38.44,75.56
55,3.82,4.12,44.7,29.3,49.91,95.49
998,3.43,4.2,45.2,71.7,40.52,78.84
1536,3.48,2.39,23.8,89.0,34.16,69.44
710,3.41,4.01,33.0,56.2,42.06,83.94
880,3.54,1.95,31.9,68.8,40.96,79.5
575,3.89,3.59,36.9,50.3,44.95,86.11
1005,3.39,4.79,32.7,65.5,40.18,77.12
331,3.74,1.17,39.5,40.7,46.41,90.73
67,3.51,4.56,21.6,29.5,50.02,99.59
554,3.92,1.09,31.9,52.0,43.62,85.97
997,3.45,4.94,35.6,64.9,39.97,79.54
1541,4.01,0.73,36.0,87.5,34.79,68.6
1192,3.51,5.0,48.2,80.0,39.07,71.88
1635,3.94,1.48,39.0,90.6,34.42,65.28
1397,3.84,0.87,46.2,81.5,36.11,70.6
207,3.35,2.81,43.4,40.6,47.34,92.13
1407,4.08,4.74,26.1,82.9,35.86,70.88
937,4.07,1.13,35.0,67.1,41.29,79.03
1984,4.17,3.15,22.7,105.3,29.9,60.05
1009,3.38,2.06,28.0,65.5,39.47,80.71
94,3.6,2.97,22.2,38.7,48.71,97.93
943,3.65,3.73,33.6,71.2,41.46,79.5
1729,3.71,1.35,46.9,95.7,32.78,62.2
1330,3.63,0.8,46.1,85.3,36.28,68.46
841,3.55,4.23,41.8,66.1,41.74,79.68
1907,3.5,4.83,27.3,109.9,31.61,63.11
1202,4.16,3.47,24.9,76.1,38.98,77.18
1334,3.77,3.35,47.8,85.0,37.17,71.36
956,3.82,2.11,44.5,72.1,40.67,78.69
1508,3.85,2.07,49.7,89.6,35.72,65.28
1159,4.15,2.42,49.3,72.2,37.88,72.21
267,3.5,4.56,28.7,38.7,47.12,95.17
845,3.25,4.63,39.9,65.2,41.16,79.43
1787,3.58,0.9,33.3,101.8,32.37,61.99
1115,3.21,3.72,21.6,77.4,39.06,78.07
88,3.71,3.29,39.2,37.2,49.2,94.42
1021,3.52,4.66,35.5,72.4,39.19,79.51
1327,3.32,2.82,32.5,82.8,36.01,73.4
81,3.67,2.71,49.6,32.7,48.47,93.97
1608,3.54,4.27,40.4,95.3,33.32,66.15
1586,3.88,1.61,42.3,90.2,33.77,67.2
184,3.95,1.6,29.5,33.3,47.58,96.12
1254,3.38,1.51,21.7,83.4,38.42,74.52
1883,3.53,4.51,48.8,105.9,30.87,57.81
1361,3.35,2.73,27.8,83.6,36.95,73.32
1646,4.02,4.42,29.3,100.2,33.42,67.85
773,3.22,1.21,48.0,61.0,42.48,83.02
1315,3.47,4.6,36.1,86.9,36.5,71.24
1694,3.65,1.13,42.7,99.9,33.05,65.4
1103,3.87,3.87,32.0,73.3,38.85,77.28
775,3.97,4.3,28.5,56.1,41.96,82.85
465,3.27,4.89,26.8,46.2,44.41,89.7
90,3.83,0.72,47.1,36.6,49.06,93.7
1330,4.12,2.18,38.2,83.3,35.78,72.88
545,3.88,1.89,45.5,51.6,43.57,84.15
1225,3.23,2.61,33.3,81.6,38.59,74.91
1487,4.15,2.66,27.3,87.9,36.1,68.48
320,3.91,1.13,38.7,41.9,47.57,93.42
1834,3.67,3.66,41.6,104.0,30.68,60.14
800,3.88,2.21,31.9,59.7,42.71,84.49
1115,3.95,1.77,49.2,74.0,38.47,73.89
2000,3.72,2.09,21.6,106.4,30.66,62.51
610,3.67,4.13,37.1,55.0,43.57,86.02
1291,3.63,3.54,32.5,85.5,37.05,71.57
702,3.99,4.12,29.8,53.3,43.06,83.28
779,3.32,2.42,21.2,59.4,41.61,83.07
1489,3.85,4.05,42.0,92.1,35.52,68.2
1393,3.86,2.14,35.0,82.3,35.39,69.89
294,3.46,0.76,41.2,38.4,47.7,92.33
1789,3.83,0.88,46.6,104.4,32.86,61.35
1078,4.04,4.45,44.8,75.8,38.23,75.27
628,3.6,2.85,43.7,58.5,44.31,84.28
1732,3.36,3.31,47.9,94.7,32.33,61.29
1652,4.15,1.35,31.9,100.9,33.24,66.01
1567,3.91,1.63,32.5,97.5,34.02,68.32
1952,3.88,2.7,49.4,104.7,30.21,57.99
1878,3.23,3.42,41.7,105.5,31.43,58.23
1350,3.21,3.4,21.7,82.8,35.52,73.67
361,3.89,1.42,25.8,42.8,46.38,91.63
808,3.35,1.88,31.0,65.6,41.81,83.87
99,4.05,3.46,37.3,37.2,49.1,96.6
347,3.74,4.28,44.4,45.9,46.3,88.99
783,3.84,0.64,47.8,61.5,41.68,79.18
781,3.39,4.43,20.4,65.0,41.78,84.87
535,3.99,2.2,45.0,56.4,44.53,86.02
1842,3.79,3.2,26.1,108.3,31.92,63.64
1775,3.38,3.31,25.3,101.1,33.24,63.5
1426,3.72,2.28,30.4,90.9,35.79,70.85
1574,3.78,4.7,43.1,96.5,33.93,65.6
848,3.8,2.16,44.3,68.9,42.33,80.37
1938,3.93,4.79,42.9,103.6,30.68,60.14
617,3.52,3.36,39.3,50.6,44.46,84.63
165,3.96,4.9,37.2,34.3,48.81,94.33
940,3.33,4.9,43.6,71.6,40.88,78.48
1103,3.57,3.39,34.0,71.4,39.84,78.03
1729,4.05,4.79,41.4,99.5,32.09,63.69
1766,3.57,1.46,40.9,102.1,32.48,62.85
981,3.9,0.71,27.8,68.1,39.3,79.28
973,3.97,3.63,23.5,66.3,41.12,82.0
1137,3.99,1.56,21.9,74.1,38.98,76.6
782,3.71,0.96,30.7,59.9,41.43,84.24
1232,4.1,2.34,20.1,76.8,37.77,75.77
1256,3.65,1.27,22.4,78.3,38.19,76.48
707,3.84,0.9,35.3,59.8,42.08,84.71
77,4.18,0.99,36.3,30.4,48.77,97.02
1147,3.97,2.09,39.5,75.5,38.53,75.49
557,3.78,4.07,37.2,56.0,44.68,85.77
109,3.78,2.85,47.9,29.9,48.84,92.89
972,4.15,1.35,45.9,65.7,41.28,79.11
1102,4.17,2.38,44.0,78.1,39.01,75.8
1326,3.74,1.76,28.9,78.7,36.5,74.04
1392,4.03,4.01,27.2,83.8,35.31,71.5
611,3.59,3.74,47.1,53.3,43.66,84.52
648,3.44,1.69,44.8,57.0,44.33,83.54
1427,3.64,4.85,41.6,85.0,35.42,68.49
1503,3.96,3.13,30.3,89.5,35.27,68.74
34,3.47,0.85,31.4,33.5,48.95,97.01
1319,4.09,4.44,48.8,84.0,36.84,71.1
801,3.8,2.82,36.7,59.3,42.26,83.79
1757,3.96,2.51,46.3,104.6,33.31,62.87
550,3.32,1.24,48.7,55.4,43.91,87.05
887,3.65,2.41,43.0,64.9,42.09,79.94
1650,3.68,3.17,35.4,96.8,33.87,63.91
1628,3.2,4.72,37.4,95.9,32.83,66.77
1076,3.95,4.95,40.4,74.9,38.9,77.37
610,3.75,2.05,23.8,59.0,42.99,86.65
1470,3.21,3.21,32.0,89.9,36.06,71.09
1514,3.68,4.69,26.5,94.4,34.11,70.0
301,3.97,4.41,31.9,37.6,46.46,92.45
391,3.98,0.98,20.8,47.0,47.08,92.16
804,3.23,2.62,30.3,61.5,42.46,82.18
435,3.87,4.06,25.1,44.9,45.48,93.16
1959,3.21,4.07,24.7,111.7,30.37,60.74
101,3.3,4.64,49.7,29.5,49.53,93.23
679,3.66,4.93,25.6,60.8,43.45,87.02
1844,3.45,2.76,29.7,99.6,31.82,63.96
1381,3.8,4.07,31.5,86.3,35.89,72.04
1855,3.46,1.8,47.1,109.0,30.72,60.79
1298,3.25,1.21,27.1,78.4,37.0,71.87
1584,3.52,3.64,38.7,92.7,33.8,67.88
1287,3.64,3.7,34.6,76.9,37.3,74.5
379,4.09,4.7,28.3,42.6,46.64,92.2
702,3.77,4.19,47.4,60.4,43.74,82.98
1401,3.48,0.76,32.1,88.8,36.43,70.25
1441,4.09,3.76,45.5,91.9,36.15,66.87
1271,3.4,1.27,35.7,77.6,37.75,72.76
1187,3.94,4.35,34.0,75.7,37.68,76.07
366,3.96,1.5,33.6,49.1,45.51,92.93
1560,3.99,2.39,29.3,96.4,34.27,67.43
1402,4.02,2.59,49.7,82.4,35.09,70.2
1453,3.57,0.63,39.1,87.8,36.42,66.96
436,3.96,4.41,43.4,52.1,45.38,88.6
1134,4.05,3.94,30.7,77.8,39.23,78.07
622,4.08,3.94,45.2,59.8,43.29,84.79
548,3.7,2.16,25.8,50.7,43.61,90.56
363,4.08,1.64,21.5,42.7,45.47,92.09
551,3.26,4.34,25.3,47.4,43.97,87.42
170,3.75,0.81,20.2,34.0,48.03,96.72
1456,4.17,4.66,48.7,91.7,35.3,68.04
290,3.97,3.22,45.0,41.0,47.08,91.91
1949,3.89,3.05,31.1,112.1,31.17,58.98
1743,4.18,1.76,22.7,97.2,31.62,65.35
1701,3.37,1.23,35.8,97.5,33.84,63.48
768,3.39,1.69,49.3,56.8,42.39,81.97
1041,3.4,3.06,40.2,68.6,40.11,78.2
1778,3.38,2.89,46.4,105.1,31.93,63.19
177,3.73,1.63,37.3,37.9,49.1,92.79
1175,3.55,3.53,36.7,81.1,38.0,73.12
244,4.14,2.13,21.4,37.4,47.84,97.52
9,4.16,3.4,31.5,30.4,50.33,100.0
803,3.21,4.84,23.0,63.8,42.41,84.71
1395,3.6,3.88,26.1,88.8,35.59,73.59
1205,3.22,3.86,47.8,81.6,38.61,73.28
1192,3.65,1.56,49.7,77.8,37.92,73.59
1175,3.45,1.81,26.2,76.7,38.11,75.29
1383,4.15,0.85,26.8,81.8,36.38,72.09
50,3.69,3.02,45.9,35.9,48.52,97.64
879,3.73,3.65,26.8,65.5,41.53,84.07
1935,3.46,1.78,31.4,110.0,31.35,59.46
74,3.65,4.67,26.7,36.7,49.78,97.18
1605,3.81,1.76,24.2,93.2,33.42,68.74
396,4.09,2.93,36.5,45.5,45.24,89.51
1898,3.5,1.62,45.7,110.4,30.54,57.16
1819,3.5,0.71,43.1,104.6,32.28,62.0
1102,3.21,3.36,35.2,73.0,38.94,77.67
1489,3.75,2.01,26.3,88.5,34.13,69.64
1238,3.84,2.66,42.0,77.6,38.3,73.17
1734,3.55,1.14,23.1,103.9,32.12,66.08
1386,3.43,3.05,28.8,87.5,36.58,69.82
406,3.7,3.97,45.0,46.4,46.32,87.7
1003,3.93,2.65,39.7,72.7,39.46,76.55
1397,3.75,4.72,38.7,90.4,36.01,69.51
1718,3.28,4.22,39.0,101.8,33.13,63.26
753,3.41,0.83,41.4,64.7,41.65,84.34
1792,4.09,2.13,38.7,100.7,32.41,61.48
619,4.07,4.82,24.0,56.6,43.04,88.23
1823,3.22,2.53,41.0,99.7,32.72,59.34
1931,3.73,1.02,21.7,104.5,31.3,60.08
533,3.76,4.1,29.5,53.0,44.54,87.92
1604,4.07,3.89,25.4,89.7,34.73,66.66
1780,3.46,1.27,43.3,96.7,32.22,60.94
993,3.36,3.33,24.5,68.6,39.41,81.47
1683,3.7,2.06,28.2,92.7,33.93,66.71
266,3.45,2.28,43.0,38.7,48.32,93.02
1644,3.33,2.18,37.9,97.9,34.26,65.17
1546,4.13,4.7,46.5,93.5,34.17,65.54
552,4.17,4.74,22.5,55.7,43.77,89.38
327,3.49,3.69,47.7,45.4,46.15,90.47
611,3.67,4.52,47.7,55.7,44.49,83.18
1887,3.29,2.83,45.1,104.3,31.93,59.61
1839,3.53,2.85,33.8,106.9,31.09,61.82
1256,3.88,4.0,42.8,78.2,38.22,73.71
1070,3.64,3.88,36.6,69.8,38.33,75.98
1240,3.34,1.84,39.1,76.5,38.05,74.41
941,3.97,1.42,20.1,68.1,39.78,82.5
272,3.74,0.57,36.1,45.2,47.75,91.04
1774,3.34,2.36,42.9,99.5,31.71,61.82
760,3.78,4.22,22.9,59.2,41.98,84.73
867,3.75,4.03,28.8,68.7,40.59,83.81
1753,4.09,2.61,42.2,99.1,32.07,62.1
886,3.61,1.25,43.5,68.1,41.36,78.81
